parent_agency,acronym,presidential_year,final_rules,proposed_rules
national-counterintelligence-center,NCTC,2023,0,0
national-credit-union-administration,NCUA,1995,12,14
national-credit-union-administration,NCUA,1996,16,10
national-credit-union-administration,NCUA,1997,14,12
national-credit-union-administration,NCUA,1998,16,15
national-credit-union-administration,NCUA,1999,22,10
national-credit-union-administration,NCUA,2000,19,11
national-credit-union-administration,NCUA,2001,14,10
national-credit-union-administration,NCUA,2002,7,11
national-credit-union-administration,NCUA,2003,14,9
national-credit-union-administration,NCUA,2004,17,14
national-credit-union-administration,NCUA,2005,15,14
national-credit-union-administration,NCUA,2006,13,7
national-credit-union-administration,NCUA,2007,10,11
national-credit-union-administration,NCUA,2008,12,13
national-credit-union-administration,NCUA,2009,13,10
national-credit-union-administration,NCUA,2010,18,12
national-credit-union-administration,NCUA,2011,19,11
national-credit-union-administration,NCUA,2012,12,11
national-credit-union-administration,NCUA,2013,15,7
national-credit-union-administration,NCUA,2014,5,13
national-credit-union-administration,NCUA,2015,13,8
national-credit-union-administration,NCUA,2016,11,5
national-credit-union-administration,NCUA,2017,10,11
national-credit-union-administration,NCUA,2018,8,9
national-credit-union-administration,NCUA,2019,15,9
national-credit-union-administration,NCUA,2020,13,16
national-credit-union-administration,NCUA,2021,18,8
national-credit-union-administration,NCUA,2022,4,7
national-credit-union-administration,NCUA,2023,8,6
national-crime-prevention-and-privacy-compact-council,NCPPCC,1995,0,0
national-crime-prevention-and-privacy-compact-council,NCPPCC,1996,0,0
national-crime-prevention-and-privacy-compact-council,NCPPCC,1997,0,0
national-crime-prevention-and-privacy-compact-council,NCPPCC,1998,0,0
national-crime-prevention-and-privacy-compact-council,NCPPCC,1999,0,0
national-crime-prevention-and-privacy-compact-council,NCPPCC,2000,0,0
national-crime-prevention-and-privacy-compact-council,NCPPCC,2001,1,0
national-crime-prevention-and-privacy-compact-council,NCPPCC,2002,0,1
national-crime-prevention-and-privacy-compact-council,NCPPCC,2003,1,1
national-crime-prevention-and-privacy-compact-council,NCPPCC,2004,1,0
national-crime-prevention-and-privacy-compact-council,NCPPCC,2005,5,3
national-crime-prevention-and-privacy-compact-council,NCPPCC,2006,0,0
national-crime-prevention-and-privacy-compact-council,NCPPCC,2007,0,0
national-crime-prevention-and-privacy-compact-council,NCPPCC,2008,0,0
national-crime-prevention-and-privacy-compact-council,NCPPCC,2009,0,0
national-crime-prevention-and-privacy-compact-council,NCPPCC,2010,0,0
national-crime-prevention-and-privacy-compact-council,NCPPCC,2011,0,0
national-crime-prevention-and-privacy-compact-council,NCPPCC,2012,0,0
national-crime-prevention-and-privacy-compact-council,NCPPCC,2013,0,0
national-crime-prevention-and-privacy-compact-council,NCPPCC,2014,0,0
national-crime-prevention-and-privacy-compact-council,NCPPCC,2015,0,0
national-crime-prevention-and-privacy-compact-council,NCPPCC,2016,0,0
national-crime-prevention-and-privacy-compact-council,NCPPCC,2017,0,0
national-crime-prevention-and-privacy-compact-council,NCPPCC,2018,0,0
national-crime-prevention-and-privacy-compact-council,NCPPCC,2019,0,0
national-crime-prevention-and-privacy-compact-council,NCPPCC,2020,0,0
national-crime-prevention-and-privacy-compact-council,NCPPCC,2021,0,0
national-crime-prevention-and-privacy-compact-council,NCPPCC,2022,0,0
national-crime-prevention-and-privacy-compact-council,NCPPCC,2023,0,0
national-foundation-on-the-arts-and-the-humanities,ARTS,1995,3,2
national-foundation-on-the-arts-and-the-humanities,ARTS,1996,0,0
national-foundation-on-the-arts-and-the-humanities,ARTS,1997,3,0
national-foundation-on-the-arts-and-the-humanities,ARTS,1998,1,0
national-foundation-on-the-arts-and-the-humanities,ARTS,1999,0,1
national-foundation-on-the-arts-and-the-humanities,ARTS,2000,2,2
national-foundation-on-the-arts-and-the-humanities,ARTS,2001,1,1
national-foundation-on-the-arts-and-the-humanities,ARTS,2002,0,0
national-foundation-on-the-arts-and-the-humanities,ARTS,2003,6,0
national-foundation-on-the-arts-and-the-humanities,ARTS,2004,1,0
national-foundation-on-the-arts-and-the-humanities,ARTS,2005,0,1
national-foundation-on-the-arts-and-the-humanities,ARTS,2006,2,0
national-foundation-on-the-arts-and-the-humanities,ARTS,2007,2,0
national-foundation-on-the-arts-and-the-humanities,ARTS,2008,2,1
national-foundation-on-the-arts-and-the-humanities,ARTS,2009,0,0
national-foundation-on-the-arts-and-the-humanities,ARTS,2010,2,0
national-foundation-on-the-arts-and-the-humanities,ARTS,2011,1,0
national-foundation-on-the-arts-and-the-humanities,ARTS,2012,0,0
national-foundation-on-the-arts-and-the-humanities,ARTS,2013,1,4
national-foundation-on-the-arts-and-the-humanities,ARTS,2014,5,0
national-foundation-on-the-arts-and-the-humanities,ARTS,2015,4,0
national-foundation-on-the-arts-and-the-humanities,ARTS,2016,1,0
national-foundation-on-the-arts-and-the-humanities,ARTS,2017,3,1
national-foundation-on-the-arts-and-the-humanities,ARTS,2018,0,2
national-foundation-on-the-arts-and-the-humanities,ARTS,2019,8,1
national-foundation-on-the-arts-and-the-humanities,ARTS,2020,4,0
national-foundation-on-the-arts-and-the-humanities,ARTS,2021,6,3
national-foundation-on-the-arts-and-the-humanities,ARTS,2022,4,0
national-foundation-on-the-arts-and-the-humanities,ARTS,2023,3,1
national-institute-for-literacy,NIL,1995,1,0
national-institute-for-literacy,NIL,1996,0,0
national-institute-for-literacy,NIL,1997,1,1
national-institute-for-literacy,NIL,1998,0,0
national-institute-for-literacy,NIL,1999,0,0
national-institute-for-literacy,NIL,2000,1,0
national-institute-for-literacy,NIL,2001,0,0
national-institute-for-literacy,NIL,2002,0,0
national-institute-for-literacy,NIL,2003,0,0
national-institute-for-literacy,NIL,2004,0,0
national-institute-for-literacy,NIL,2005,0,0
national-institute-for-literacy,NIL,2006,0,0
national-institute-for-literacy,NIL,2007,0,0
national-institute-for-literacy,NIL,2008,0,0
national-institute-for-literacy,NIL,2009,0,0
national-institute-for-literacy,NIL,2010,0,0
national-institute-for-literacy,NIL,2011,0,0
national-institute-for-literacy,NIL,2012,1,0
national-institute-for-literacy,NIL,2013,0,0
national-institute-for-literacy,NIL,2014,0,0
national-institute-for-literacy,NIL,2015,0,0
national-institute-for-literacy,NIL,2016,0,0
national-institute-for-literacy,NIL,2017,0,0
national-institute-for-literacy,NIL,2018,0,0
national-institute-for-literacy,NIL,2019,0,0
national-institute-for-literacy,NIL,2020,0,0
national-institute-for-literacy,NIL,2021,0,0
national-institute-for-literacy,NIL,2022,0,0
national-institute-for-literacy,NIL,2023,0,0
national-intelligence-office-of-the-national-director,ODNI,1995,0,0
national-intelligence-office-of-the-national-director,ODNI,1996,0,0
national-intelligence-office-of-the-national-director,ODNI,1997,0,0
national-intelligence-office-of-the-national-director,ODNI,1998,0,0
national-intelligence-office-of-the-national-director,ODNI,1999,0,0
national-intelligence-office-of-the-national-director,ODNI,2000,0,0
national-intelligence-office-of-the-national-director,ODNI,2001,0,0
national-intelligence-office-of-the-national-director,ODNI,2002,0,0
national-intelligence-office-of-the-national-director,ODNI,2003,0,0
national-intelligence-office-of-the-national-director,ODNI,2004,0,0
national-intelligence-office-of-the-national-director,ODNI,2005,0,0
national-intelligence-office-of-the-national-director,ODNI,2006,0,0
national-intelligence-office-of-the-national-director,ODNI,2007,1,2
national-intelligence-office-of-the-national-director,ODNI,2008,1,2
national-intelligence-office-of-the-national-director,ODNI,2009,2,0
national-intelligence-office-of-the-national-director,ODNI,2010,1,1
national-intelligence-office-of-the-national-director,ODNI,2011,1,1
national-intelligence-office-of-the-national-director,ODNI,2012,0,0
national-intelligence-office-of-the-national-director,ODNI,2013,0,1
national-intelligence-office-of-the-national-director,ODNI,2014,0,0
national-intelligence-office-of-the-national-director,ODNI,2015,2,1
national-intelligence-office-of-the-national-director,ODNI,2016,3,1
national-intelligence-office-of-the-national-director,ODNI,2017,0,0
national-intelligence-office-of-the-national-director,ODNI,2018,0,1
national-intelligence-office-of-the-national-director,ODNI,2019,1,0
national-intelligence-office-of-the-national-director,ODNI,2020,0,0
national-intelligence-office-of-the-national-director,ODNI,2021,0,0
national-intelligence-office-of-the-national-director,ODNI,2022,0,0
national-intelligence-office-of-the-national-director,ODNI,2023,1,0
national-labor-relations-board,NLRB,1995,4,5
national-labor-relations-board,NLRB,1996,7,7
national-labor-relations-board,NLRB,1997,5,0
national-labor-relations-board,NLRB,1998,0,1
national-labor-relations-board,NLRB,1999,0,0
national-labor-relations-board,NLRB,2000,0,0
national-labor-relations-board,NLRB,2001,3,1
national-labor-relations-board,NLRB,2002,2,0
national-labor-relations-board,NLRB,2003,2,0
national-labor-relations-board,NLRB,2004,1,1
national-labor-relations-board,NLRB,2005,0,0
national-labor-relations-board,NLRB,2006,1,1
national-labor-relations-board,NLRB,2007,3,0
national-labor-relations-board,NLRB,2008,1,1
national-labor-relations-board,NLRB,2009,0,0
national-labor-relations-board,NLRB,2010,0,1
national-labor-relations-board,NLRB,2011,7,3
national-labor-relations-board,NLRB,2012,2,0
national-labor-relations-board,NLRB,2013,1,0
national-labor-relations-board,NLRB,2014,1,2
national-labor-relations-board,NLRB,2015,1,0
national-labor-relations-board,NLRB,2016,2,0
national-labor-relations-board,NLRB,2017,2,2
national-labor-relations-board,NLRB,2018,0,5
national-labor-relations-board,NLRB,2019,1,7
national-labor-relations-board,NLRB,2020,6,4
national-labor-relations-board,NLRB,2021,0,3
national-labor-relations-board,NLRB,2022,0,5
national-labor-relations-board,NLRB,2023,6,3
national-mediation-board,NMB,1995,0,0
national-mediation-board,NMB,1996,0,0
national-mediation-board,NMB,1997,0,0
national-mediation-board,NMB,1998,2,1
national-mediation-board,NMB,1999,1,0
national-mediation-board,NMB,2000,0,0
national-mediation-board,NMB,2001,0,0
national-mediation-board,NMB,2002,0,0
national-mediation-board,NMB,2003,0,1
national-mediation-board,NMB,2004,0,3
national-mediation-board,NMB,2005,0,0
national-mediation-board,NMB,2006,0,0
national-mediation-board,NMB,2007,0,0
national-mediation-board,NMB,2008,0,0
national-mediation-board,NMB,2009,0,3
national-mediation-board,NMB,2010,2,0
national-mediation-board,NMB,2011,0,0
national-mediation-board,NMB,2012,1,2
national-mediation-board,NMB,2013,0,0
national-mediation-board,NMB,2014,0,0
national-mediation-board,NMB,2015,0,0
national-mediation-board,NMB,2016,0,1
national-mediation-board,NMB,2017,1,0
national-mediation-board,NMB,2018,1,1
national-mediation-board,NMB,2019,2,1
national-mediation-board,NMB,2020,0,0
national-mediation-board,NMB,2021,0,0
national-mediation-board,NMB,2022,0,0
national-mediation-board,NMB,2023,0,0
national-railroad-passenger-corporation,AMTRAK,1995,0,0
national-railroad-passenger-corporation,AMTRAK,1996,0,0
national-railroad-passenger-corporation,AMTRAK,1997,0,1
national-railroad-passenger-corporation,AMTRAK,1998,1,0
national-railroad-passenger-corporation,AMTRAK,1999,0,0
national-railroad-passenger-corporation,AMTRAK,2000,0,0
national-railroad-passenger-corporation,AMTRAK,2001,0,0
national-railroad-passenger-corporation,AMTRAK,2002,0,0
national-railroad-passenger-corporation,AMTRAK,2003,0,0
national-railroad-passenger-corporation,AMTRAK,2004,0,0
national-railroad-passenger-corporation,AMTRAK,2005,0,0
national-railroad-passenger-corporation,AMTRAK,2006,0,0
national-railroad-passenger-corporation,AMTRAK,2007,0,0
national-railroad-passenger-corporation,AMTRAK,2008,0,0
national-railroad-passenger-corporation,AMTRAK,2009,0,0
national-railroad-passenger-corporation,AMTRAK,2010,0,0
national-railroad-passenger-corporation,AMTRAK,2011,0,0
national-railroad-passenger-corporation,AMTRAK,2012,0,0
national-railroad-passenger-corporation,AMTRAK,2013,0,0
national-railroad-passenger-corporation,AMTRAK,2014,0,0
national-railroad-passenger-corporation,AMTRAK,2015,0,0
national-railroad-passenger-corporation,AMTRAK,2016,0,1
national-railroad-passenger-corporation,AMTRAK,2017,1,0
national-railroad-passenger-corporation,AMTRAK,2018,0,0
national-railroad-passenger-corporation,AMTRAK,2019,0,0
national-railroad-passenger-corporation,AMTRAK,2020,0,0
national-railroad-passenger-corporation,AMTRAK,2021,0,0
national-railroad-passenger-corporation,AMTRAK,2022,0,0
national-railroad-passenger-corporation,AMTRAK,2023,0,0
national-science-foundation,NSF,1995,3,0
national-science-foundation,NSF,1996,4,0
national-science-foundation,NSF,1997,3,0
national-science-foundation,NSF,1998,2,2
national-science-foundation,NSF,1999,0,2
national-science-foundation,NSF,2000,2,1
national-science-foundation,NSF,2001,2,2
national-science-foundation,NSF,2002,2,1
national-science-foundation,NSF,2003,3,0
national-science-foundation,NSF,2004,2,1
national-science-foundation,NSF,2005,4,1
national-science-foundation,NSF,2006,0,0
national-science-foundation,NSF,2007,1,0
national-science-foundation,NSF,2008,2,1
national-science-foundation,NSF,2009,2,1
national-science-foundation,NSF,2010,2,0
national-science-foundation,NSF,2011,0,0
national-science-foundation,NSF,2012,1,0
national-science-foundation,NSF,2013,1,1
national-science-foundation,NSF,2014,1,0
national-science-foundation,NSF,2015,1,2
national-science-foundation,NSF,2016,2,0
national-science-foundation,NSF,2017,1,0
national-science-foundation,NSF,2018,1,1
national-science-foundation,NSF,2019,1,0
national-science-foundation,NSF,2020,0,0
national-science-foundation,NSF,2021,2,0
national-science-foundation,NSF,2022,1,1
national-science-foundation,NSF,2023,1,0
national-security-council,NSC,1995,0,0
national-security-council,NSC,1996,0,0
national-security-council,NSC,1997,0,0
national-security-council,NSC,1998,1,0
national-security-council,NSC,1999,0,0
